Schock Santana 35,15900,35,1979,United States,
Hunter Sloop,15900,31,1984,United States,
Catalina 30,15900,30,1978,United States,
Bristol 29.9,15900,30,1978,United States,
J Boats 28,15900,28,1986,United States,
Ericson Sloop,15900,28,1988,United States,
Catalina 27,15900,27,1989,United States,
Gulf 27,15900,27,1980,United States,
Hunter 28,15995,28,1992,United States,
O'Day 31,15999,31,1986,United States,
Seafarer Meridian,15999,25,1966,United States,
Bristol 39,16000,39,1967,United States,
Columbia,16000,34,1973,United States,
Islander 30,16000,30,1984,United States,
S2 7.9,16000,26,1982,United States,
Custom Kunston 26 Sloop,16000,26,1939,United States,
Westerly Berwick,16223,31,1979,United Kingdom,
Falmouth Cutter ALANO,16230,35,1959,United Kingdom,
Westerly Storm 33,16230,33,1988,United Kingdom,
Rival 32,16230,32,1978,Guernsey,
Nicholson 30,16230,29,1978,France,
Columbia 32,16500,32,1975,United States,
Contest 31,16500,31,1972,United States,
Catalina 1981 Catalina 30' Sloop,16500,30,1981,United States,
Sailboat Sea Pearl,16500,28,1993,United States,
Beneteau First 285,16500,28,1990,United States,
Hunter Water Ballast,16500,26,1999,United States,
Custom 8mR Yacht,16533,48,1924,Germany,
Compass 29,16618,29,1980,Australia,
Jeanneau Attalia,16671,32,1984,Canada,
Hunter 31,16671,31,1984,United States,
S2 30 center cockpit,16800,30,1984,United States,
Achilles 9 metre,16865,29,1977,United Kingdom,
Moody 27,16865,28,1982,United Kingdom,
Folkboat 25,16865,25,1991,United Kingdom,
Jeanneau Sun 2000,16865,22,2010,United Kingdom,
Ericson 37,16900,37,1975,United States,
C&C 36,16900,36,1977,United States,
Irwin Citation 34,16900,34,1984,United States,
Bristol 32'SLOOP,16900,32,1972,United States,
Hunter 31,16900,31,1986,United States,
Hunter 31,16900,31,1985,United States,
Islander Sloop 30,16900,30,1971,United States,
Catalina 30T,16900,30,1988,United States,
Yankee Dolphin Sloop,16900,24,1968,United States,
Landing School Haven 12.5,16900,16,1999,United States,
Etap 28,16919,28,1984,United Kingdom,
Westerly Griffon MKII,16919,26,1982,United Kingdom,
Westerly Griffon MKII,16919,26,1982,United Kingdom,
Van De Stadt Excalibur 36,16926,36,1963,United Kingdom,
Tucker Isis 33,16926,33,1970,United Kingdom,
Nicholson 32,16926,32,1965,United Kingdom,
Colvic Countess,16926,28,1982,United Kingdom,
Harrison Butler Cyclone,16926,21,1926,United Kingdom,
Tunny 29,16955,29,1977,Ireland,
Custom 34 Ketch,16995,34,1963,United States,
Swan 42,17000,42,1981,United States,
Offshore Yachts Cat Ketch,17000,33,1985,United States,
Pearson 32 Pearson,17000,32,1980,United States,
Hunter 30,17000,30,1981,United States,
Pacific Seacraft Flicka 20,17000,20,1981,United States,
Sailboat Nor Star Flicka,17000,20,1976,United States,
Alpa Alpa 9,17002,31,1966,Italy,
Custom PERRONE OCCITAN 950,17002,31,2003,France,
Dufour 31,17002,31,1978,Greece,
Jeanneau Rush 31,17002,30,1980,Italy,
Nelson Marek One Ton,17073,39,1986,Canada,
Mirage YACHT,17391,33,1982,Canada,
Wayfarer Cruiser,17400,15,2019,United States,
Hunter 34,17450,34,1986,United States,
Ranger 29 Ranger,17470,29,1972,Canada,
Morgan 42 Sloop,17500,42,1970,United States,
Catalina Sparkman & Stephens 38,17500,38,1980,United States,
C&C Mrk 1,17500,35,1972,United States,
Beneteau First 345,17500,34,1986,United States,
C&C 34,17500,34,1978,United States,
Allied Luders 33,17500,33,1967,United States,
Ericson Mark II,17500,32,1975,United States,
Shields sloop,17500,30,1966,United States,
Islander Bahama,17500,30,1978,United States,
Caliber 28,17500,28,1987,United States,
Tartan 28,17500,28,1985,United States,
Custom N.E.HARBOR A CLASS,17500,28,1927,United States,
Hunter 27,17500,27,1990,United States,
Arey's Pond Catboat,17500,14,1998,United States,
Tartan 28,17550,28,1984,United States,
Beneteau First 211,17628,21,2002,United Kingdom,
Hillyard 9 Ton Aft Cockpit,17635,33,1967,United Kingdom,
Sadler 32,17635,32,1979,United Kingdom,
Colvic UFO 31,17635,31,1979,United Kingdom,
Colvic UFO31,17635,31,1980,United Kingdom,
Sloop Hummingbird 30,17641,29,1980,United Kingdom,
Westerly Konsort,17641,29,1980,United Kingdom,
International H Boat,17641,27,1995,United Kingdom,
Super Seal Deep Fin Keel,17641,26,1980,United Kingdom,
MG Spring 25,17641,25,1987,United Kingdom,
Classic 1934,17641,25,1934,United Kingdom,
Islander 36,17700,36,1973,United States,
Aloha Odyssey 30,17862,30,1989,Canada,
Mirage 30,17862,30,1985,Canada,
Coronado 45/SL,17900,45,1974,United States,
Islander 32 MK-II,17900,32,1978,United States,
Hunter 31,17900,31,1983,United States,
Irwin Citation 31,17900,31,1984,United States,
Soverel,17900,30,1979,United States,
Freedom 28,17900,28,1987,United States,
Com-Pac 27' sloop,17900,27,1992,United States,
S2 27,17900,27,1985,United States,
Cornish Crabbers Shrimper 19,17931,19,1989,Ireland,
Marine Projects Seamaster VS Sailboat,18000,51,2006,United States,
Soverel 36,18000,36,1977,United States,
Hallberg-Rassy Rasmus 35,18000,35,1972,Guatemala,
Irwin 31 Citation,18000,31,1982,United States,
Jeanneau Arcadia 30,18000,30,1984,United States,
S2 9.1,18000,30,1984,United States,
S2 9.2A,18000,30,1981,United States,
CAL 28,18000,28,1988,United States,
Watkins Sailboat,18000,27,1983,United States,
Hunter 22,18000,21,2011,United States,
Fenwick Williams Catboat,18000,21,1958,United States,
Downeast Peapod,18000,14,2010,United States,
Sadler 29,18125,28,1987,United Kingdom,
CS 30,18168,30,1988,Canada,
Val 35,18231,35,1993,Croatia,
Custom Classis Cantieri Italia 35 Lady Laura,18231,35,1978,Italy,
Norlin 6 Metre JI,18231,35,1978,France,
Custom Bruno Maccianti 3/4 Ton D. Peterson,18231,33,1980,Italy,
Westerly 33 Longbow Ketch,18231,33,1975,France,
Custom David Hillyard 9 Ton,18231,32,1965,Italy,
Custom Navaladriatica Odieux 32,18231,32,1977,Italy,
Custom REQUIN,18231,32,1958,Italy,
Dufour Arpege,18231,30,1969,France,
Dufour 2800 CS,18231,28,1980,Spain,
Jeanneau AQUILA 28,18231,27,1981,Italy,
B2 Marine djinn7,18231,24,2003,Spain,
Custom Cantiere D'Este Zeeton,18231,24,1978,Italy,
Custom DRASCOMBE LONGBOAT WOOD CRUISER DRIVER,18235,22,1980,Italy,
Arcoa Elor,18235,21,1978,Spain,
Beneteau Evasion 32,18276,32,1978,United Kingdom,
Offshore Yachts Nantucket Clipper,18276,32,1972,United Kingdom,
Moody 27,18276,28,1985,United Kingdom,
Cox 27,18276,27,1985,United Kingdom,
Sadler 29,18340,29,1986,United Kingdom,
Mirage 28,18340,28,1977,United Kingdom,
Southerly 28,18340,28,1984,United Kingdom,
Deltania 22 S,18340,22,2007,United Kingdom,
Huzar 21,18347,21,2009,United Kingdom,
Herreshoff 36,18500,36,1964,United States,
Pearson 35 Pearson,18500,35,1979,United States,
CAL 34 MK III,18500,34,1978,United States,
Moody Sloop,18500,33,1977,United States,
Allied Seawind Mark II,18500,32,1976,United States,
Catalina 30 Tall Rig MkI,18500,30,1986,United States,
Catalina 30,18500,30,1985,United States,
Ericson 28-2,18500,28,1988,United States,
Cape Dory 25 D,18500,25,1982,United States,
Newport 27,18550,27,1988,United States,
Hunter 34,18656,34,1983,Canada,
Sigma 33,18843,33,1981,France,
C&C 36,18900,36,1981,United States,
Offshore Yachts Cat Ketch 33,18900,33,1989,United States,
Bristol 32,18900,32,1975,Canada,
Catalina Shoal Draft Tall Rig,18900,30,1988,United States,
Catalina 30,18900,30,1985,United States,
S2 9.2  CC,18900,30,1985,United States,
Newport 30 Mk III,18900,30,1983,United States,
O'Day 290,18900,29,1991,United States,
Sea Sprite 28,18900,28,1981,United States,
Seaward 25,18900,25,1995,United States,
Menger 19,18900,19,1993,United States,
Bristol 29.9,18950,30,1980,United States,
Compass 29,18992,29,1980,Australia,
Catalina 30,18999,30,1987,United States,
CAL Cruising 36,19000,36,1969,United States,
Pearson 35 CB,19000,35,1972,United States,
Hunter 34,19000,34,1986,United States,
Beneteau First,19000,32,1986,United States,
Islander 32,19000,32,1976,United States,
Bristol 32,19000,32,1975,United States,
Newport 30,19000,30,1981,United States,
Catalina 30,19000,30,1984,United States,
Pearson Masthead Sloop Racer,19000,30,1976,United States,
Catalina 30,19000,30,1979,United States,
J Boats J/24,19000,24,2000,Mexico,
Golden Era Petrel,19000,21,1988,United States,
Folk Boat 26,19038,26,1970,United Kingdom,
Neptune 33,19052,33,1969,United Kingdom,
Sovereign 32,19052,32,1977,United Kingdom,
Jeanneau Arcadia,19052,29,1984,United Kingdom,
Cornish Crabbers Shrimper 19,19405,19,1991,United Kingdom,
Plaver Polaris 33,19451,33,1978,Italy,
Beneteau First 325,19451,32,1985,France,
Seamaster 925,19451,29,1984,Greece,
Comar Comet 850,19451,28,1985,Italy,
Beneteau IDYLLE 880,19451,28,1983,France,
Beneteau 25 Platu 2000,19451,25,2000,Italy,
Formosa 43 Sloop,19500,43,1979,United States,
Haliotis 38,19500,38,1991,United States,
Kettenburg K38,19500,38,1954,United States,
Irwin Citation,19500,35,1986,United States,
C&C 34,19500,34,1980,United States,
Tartan 34,19500,34,1969,United States,
Islander 34,19500,34,1977,United States,
UFO 34,19500,34,1976,Grenada,
NorWest 33 Sloop,19500,33,1978,United States,
Rhodes Chesapeake 33,19500,33,1963,United States,
Hunter Vision 32,19500,32,1989,United States,
Jeanneau 32 Attalia,19500,32,1986,United States,
Catalina 30,19500,30,1978,United States,
C&C 30 MK1,19500,30,1980,United States,
Pearson 303 Sloop,19500,30,1985,United States,
Irwin Citation,19500,30,1979,United States,
CAL 2-30,19500,30,1969,United States,
Catalina Sloop,19500,30,1975,United States,
Catalina 30,19500,30,1978,United States,
Sea Sprite 30,19500,30,1983,United States,
Pearson 28 Sloop,19500,28,1986,United States,
Pearson 27,19500,27,1987,United States,
Laser Boats SB3,19500,20,2008,United States,
One Design CORK 1720 Sport Boat,19500,18,2004,United States,
Seeker 31,19680,31,1982,United Kingdom,
SeaCraft Tidewater Class based,19680,30,1961,United Kingdom,
Etap 30,19680,30,1989,United Kingdom,
One Design Spacesailer 24,19699,24,1978,Australia,
Hunter 335,19700,33,1988,United States,
Catalina 30,19700,30,1986,United States,
Beneteau First 35,19750,35,1981,United States,
Oyster 26,19751,26,1979,United Kingdom,
New Classic 700,19751,24,2008,United Kingdom,
Gib'Sea 84,19758,29,1985,United Kingdom,
Twister 28,19758,28,1972,United Kingdom,
C&C Redline 41 MkII Sloop,19767,41,1969,Canada,
Columbia Sloop,19767,36,1971,Canada,
Bayfield 32 C,19767,35,1981,Canada,
C&C 32,19800,32,1981,United States,
CAL 2-30,19800,30,1970,United States,
Bristol 29.9,19800,30,1978,United States,
C&C 36 Invader,19847,36,1966,Canada,
Bayfield 32,19847,32,1980,Canada,
Hinterhoeller Niagara 31,19847,31,1981,Canada,
Peregrine Yachts Peregrine 27,19847,27,1986,Canada,
Ketch Newporter Pilothouse Ketch,19900,40,1956,United States,
Ericson 39,19900,39,1973,United States,
Islander 36,19900,36,1975,United States,
Tripp 36,19900,36,1991,United States,
Columbia 36,19900,36,1972,United States,
Pearson 35 Centerboard Sloop,19900,35,1981,United States,
C&C 34,19900,34,1978,United States,
C&C 34,19900,34,1979,United States,
Bristol 34,19900,34,1976,United States,
Palmer Johnson Stout Fella,19900,33,1948,United States,
Bayfield 32C,19900,32,1987,United States,
Sabre 32,19900,32,1985,United States,
C&C 32,19900,32,1983,United States,
C&C 32,19900,32,1980,United States,
Ranger Yachts 32,19900,32,1974,United States,
Westerly Pentland,19900,31,1976,United States,
Gib'Sea 31,19900,31,1980,United States,
Catalina 30 Tall Rig,19900,30,1979,United States,
Beneteau 305,19900,30,1985,United States,
Hunter 30,19900,30,1990,United States,
Schock Santana 3030,19900,30,1987,United States,
Catalina 30,19900,30,1985,United States,
Newport Mk III,19900,30,1989,United States,
Catalina 30,19900,30,1985,United States,
Catalina 30 Tall Rig,19900,30,1985,United States,
Caliber 28,19900,28,1987,United States,
Herreshoff American Eagle,19900,18,1978,United States,
Herreshoff Buzzards Bay 14,19900,17,1980,United States,
Allied Seabreeze Yawl,19990,34,1966,United States,
Herreshoff Marlin,19990,23,1962,United States,
S2 SL 11.0A,19995,36,1981,United States,
Camper & Nicholsons Camper Nicholson 35-1,19995,35,1974,United States,
Vineyard Vixen 29,19995,29,1979,United States,
Beneteau FIRST 30E,19998,30,1984,United Kingdom,
Gulfstar 36 Sailboat,19999,36,1983,United States,
C&C 34,19999,34,1979,United States,
Dreadnought Tahiti Ketch,19999,32,1974,United States,
X-Yachts X-102,19999,32,1986,United States,
Pearson 303 Pearson,19999,30,1985,United States,
Pearson Triton,19999,28,1962,United States,
Lafitte Sloop Sailboat,20000,44,1986,United States,
Morgan 42 MK1,20000,42,1970,United States,
Mariner 40,20000,40,1967,United States,
Irwin 37 Center Cockpit,20000,37,1976,United States,
Crocker Ketch,20000,36,1978,United States,
S 2 10.3A,20000,34,1983,United States,
Pearson 33,20000,33,1972,United States,
Peterson Chita 33,20000,33,1977,United States,
Bristol 32ft Sloop,20000,32,1970,United States,
O'Day 322,20000,32,1987,United States,
Ketch Allied Seawind MK II,20000,32,1975,United States,
CAL 31 Sloop,20000,31,1979,United States,
Hunter 31,20000,31,1985,United States,
Cape Dory 30 Cutter,20000,30,1984,United States,
J Boats J/29,20000,29,1983,United States,
Devlin Lit' l Coot,20000,20,2013,United States,
Custom Hobie Cat Bi-Plane Rigged,20000,18,2020,United States,
Buzzards Bay 14,20000,17,1982,United States,
Hunter Legend 25,20022,25,2008,Spain,
Admiralty JS9000,20059,30,2005,Spain,
Custom Plan Caroff,20059,27,1996,France,
Kirie FIFTY 27,20059,26,1977,France,
C&C 35,20244,35,1971,Canada,
CAL 31,20244,31,1981,Canada,
C&C MKII,20244,29,1984,Canada,
Tyler 31,20464,31,1981,United Kingdom,
Westerly Konsort 29,20464,29,1981,United Kingdom,
Beneteau First 21.7 S,20464,21,2005,United Kingdom,
Bristol 35,20500,35,1972,United States,
Custom One TONNER,20545,40,1980,France,
Gib'Sea Gib Sea 33,20666,33,1978,France,
Gib'Sea 28,20666,28,1980,Spain,
Sailboat QUARTER TON up&down,20666,25,1989,Spain,
Custom Carolina Quarter Tonner,20666,25,1989,Spain,
Beneteau First 211,20666,21,2004,Spain,
Holman Shaker,20805,34,1966,United Kingdom,
Pearson 365 Pearson,21000,36,1979,United States,
Quincy Adams 1937 Interclub,21000,25,1937,United States,
Jeanneau Arcadia,21024,30,1985,Canada,
C&C 30,21024,30,1980,Canada,
Catalina 30,21024,30,1977,Canada,
Hillyard 11 Ton,21087,32,1970,United Kingdom,
Classic Buchanan Viking Class Sloop,21087,32,1965,United Kingdom,
Offshore Yachts Nantucket Clipper,21087,31,1977,United Kingdom,
Hurley 30/90,21087,31,1974,United Kingdom,
Colvic Countess 28,21087,28,1979,United Kingdom,
Hallberg-Rassy 26,21087,26,1980,United Kingdom,
Hallberg-Rassy 26,21087,26,1980,United Kingdom,
Hunter Legend 25,21087,25,2008,Spain,
Cornish Crabber 24,21087,24,1978,United Kingdom,
Etap 28i,21162,28,1989,United Kingdom,
Norfolk Gypsy,21162,23,1990,United Kingdom,
Hustler SJ32,21169,32,1978,United Kingdom,
Folkboat 25,21169,25,1968,United Kingdom,
Rawson Ketch,21200,30,1967,United States,
Beneteau First 21.7 S,21274,21,2006,Portugal,
Beneteau First 210,21274,21,2001,Spain,
Hunter 28,21355,28,1989,Canada,
Catalina 30,21434,30,1984,United States,
Hunter 33,21500,33,1983,United States,
Bristol 32' Bristol,21500,32,1966,United States,
Beneteau 305 First,21500,31,1987,United States,
Beneteau First 29,21500,29,1986,United States,
Classic Dark Harbor 17,21500,26,1930,United States,
Najad 900 de luxe,21760,31,1972,Bulgaria,
Beneteau First 21.7 S,21760,21,2005,Italy,
C&C 30,21831,30,1980,Canada,
Jaguar 28 White Silk model.,21861,28,1996,United Kingdom,
Custom Foiling World F101,21875,18,2020,United Kingdom,
Barberis Show 34,21882,34,1977,Italy,
Gib'Sea 31,21882,31,1981,France,
Elan 31,21882,31,1986,Croatia,
Dufour Dufour 31,21882,31,1977,Italy,
Gib'Sea 312,21882,30,1990,Croatia,
Alpa 9,21882,30,1967,Italy,
NAO GLASS Puma 29,21882,29,1981,France,
Jeanneau FOLIE DOUCE,21882,29,1975,Italy,
Gallart Twister class, improved,21882,29,1963,Spain,
Beneteau Idylle 8.80,21882,29,1985,France,
Beneteau First 28,21882,29,1985,Spain,
Sibma EM 8.30,21882,27,1985,Italy,
Custom Quarter tonner, 1/4 Tonner,21882,25,1989,Spain,
Beneteau Evasion 25,21882,24,1979,France,
Custom Elliott 6.8,21882,22,2002,Italy,
J Boats J/35,21900,36,1983,United States,
O'Day O'day 34,21900,34,1984,United States,
Sailboat Frank Loud Cutter,21900,34,1987,United States,
J Boats J/29,21900,29,1984,United States,
Catalina 28,21900,28,1993,United States,
Yamaha Boats 33,21990,33,1984,United States,
Hunter 34,21995,34,1984,United States,
Farr 38,22000,38,1985,Sint Maarten (Dutch part),
Catalina 36,22000,36,1983,United States,
Sabre 34,22000,34,1981,United States,
Mirage Yachts 33,22000,33,1983,United States,
Beneteau Fast 32,22000,32,1982,United States,
Ericson 32,22000,32,1985,United States,
Sloop Sapphire,22000,31,1977,United States,
Sabre 30,22000,30,1990,United States,
Catalina 30,22000,30,1988,United States,
S2 9.2,22000,30,1984,United States,
Nimble Long Keel Centerboard Yawl,22000,30,1988,United States,
Nonsuch 26 Classic,22000,26,1984,United States,
Landing School Haven 12.5,22000,16,2005,United States,
LM 27,22087,27,1979,United Kingdom,
Westerly Konsort,22228,28,1980,United Kingdom,
MacGregor 26X Powersailer,22228,26,2000,United Kingdom,
Custom Steel Ketch Defontaine,22228,40,1965,Canada,
Nordic Folkboat - (Fully Restored),22484,25,1974,Lithuania,
Tayana Vancouver Center Cockpit,22500,42,1983,United States,
Pearson C/B Yawl,22500,35,1975,United States,
O'Day O'day 34,22500,34,1984,United States,
Hobie 33,22500,33,1983,United States,
Ericson Sloop,22500,32,1985,United States,
Catalina Tall Rig,22500,30,1987,United States,
Cape Dory Cutter,22500,30,1981,United States,
Hunter 280,22500,28,1997,United States,
International Blusail 24,22500,24,2002,United States,
Atlantic City Kitty,22500,21,1983,United States,
Colvic UFO 34,22510,34,1976,United Kingdom,
Nicholson 32,22510,33,1971,United Kingdom,
Hurley 9.5 CC KTCH,22510,30,1976,United Kingdom,
Victoria 30,22510,30,1982,United Kingdom,
Halmatic 30,22510,29,1979,United Kingdom,
Westerly Konsort,22510,29,1982,United Kingdom,
Moody 27,22510,28,1983,United Kingdom,
Beneteau First 265,22574,26,1991,United Kingdom,
Dufour 2800DL,22581,27,1982,United Kingdom,
Clyde One Design,22581,20,1904,United Kingdom,
X-Yachts X95,22625,30,1986,Canada,
Beneteau Oceanis 35.1,22633,35,2021,United Kingdom,
Mirage 33,22870,33,1984,United States,
Island Packet 31,22900,31,1987,United States,
Pearson 30,22900,30,1977,United States,
Catalina 30,22900,30,1980,United States,
Newport 30-3 MKIII,22900,30,1988,United States,
Carrera Boats 290,22900,29,2001,Canada,
Hunter 260,22900,26,2004,United States,
Crosby Wianno  Jr,22900,16,1960,United States,
Hallberg-Rassy Monsun 31,22976,31,1976,Netherlands,
Canadian Sailcraft CS 30,22999,30,1986,United States,
Newport 30 MK11,22999,30,1986,United States,
Nelson Marek 44,23000,44,1981,Curaçao,
Hunter 40,23000,40,1985,United States,
Clearwater Offshore Ketch,23000,33,1981,United States,
O'Day 30,23000,30,1980,United States,
Cape Dory Plan B Cutter,23000,30,1984,United States,
Eldredge-McInnis Sloop,23000,26,1934,United States,
C&C 36,23029,36,1979,Canada,
Etap 28i,23029,28,1988,Canada,
Gib'Sea 31,23062,33,1980,Greece,
Westerly 33 Ketch,23074,33,1978,Greece,
Tica 29 Feet,23074,33,1984,Croatia,
Maxi 100 PS,23074,33,1983,Malaysia,
Wauquiez Centurion 32,23074,32,1974,France,
Hanse 291,23098,29,1996,Spain,
Taylor 28 Somo,23098,27,1980,Spain,
Moody 29,23279,29,1982,United Kingdom,
Dehler 34,23286,35,1986,United Kingdom,
Gib'Sea 92,23286,31,1986,United Kingdom,
Beneteau First 305,23286,31,1986,United Kingdom,
Twister 28,23286,28,1968,United Kingdom,
Custom Monarch 23,23286,23,1985,United Kingdom,
Sloop Alan Payne 34,23344,34,1948,Australia,
X-Yachts X102,23419,33,1984,Canada,
Hinterhoeller Niagara,23419,31,1981,Canada,
C&C 38,23500,38,1977,United States,
Pearson Centerboard,23500,34,1984,United States,
Westsail 32,23500,32,1972,United States,
Contest 31,23500,31,1973,United States,
Beneteau First 22,23500,21,2016,United States,
Alan Pape 35,23706,34,1990,Ireland,
Dehler Optima 101,23706,33,1985,Greece,
Oyster HUSTLER 33,23706,32,1979,Greece,
Hallberg-Rassy Monsun 31,23706,31,1975,Netherlands,
Comet 910,23706,30,1973,Netherlands,
Heavenly Twins 26 Mk III,23706,26,1979,Ireland,
Seascape SEASCAPE 18,23706,18,2015,Italy,
Van De Stadt Seal 36,23737,36,1994,Canada,
Aloha 34,23737,34,1986,Canada,
Maxi 95,23737,31,1978,Canada,
Grampian Classic 31,23737,31,1985,Canada,
CS 33,23816,33,1983,Canada,
Beneteau Moorings 42.3,23900,41,2013,British Virgin Islands,
Tartan 31,23900,31,1988,United States,
Custom East Coast (UK) One Design,23900,31,1965,United States,
Tartan 3000,23900,30,1985,United States,
Canadian Sailcraft 30,23900,30,1988,United States,
Freedom 30,23900,30,1987,United States,
Bristol Sloop,23900,30,1977,United States,
Newport 28,23900,28,1984,United States,
Com-Pac 27/2,23900,27,1987,United States,
Nonsuch 26,23900,26,1981,United States,
Beneteau First 285,23921,29,1988,United Kingdom,
Carter 30,23985,30,1979,United Kingdom,
SHE 31,23992,31,1969,United Kingdom,
Moody 30,23992,30,1976,United Kingdom,
Oceanic Amazon,23992,28,1978,United Kingdom,
MacGregor Macgregor 26m Sl,23992,26,2005,United Kingdom,
Catalina 34,23995,34,1986,United States,
Colgate 26,23995,26,2006,United States,
Sea Ray 210 Select,23995,21,2007,United States,
Cheoy Lee 42,24000,42,1970,United States,
Peterson Kiwi 37,24000,37,1979,United States,
Ericson 34,24000,34,1987,United States,
FarEast Mariner Ketch,24000,32,1971,United States,
Freedom 32,24000,32,1984,United States,
Cape Dory CUTTER RIG,24000,30,1980,United States,
Rawson 30 Rawson,24000,30,1980,United States,
Tartan 30,24000,30,1971,United States,
Hunter 29.5,24000,29,1997,United States,
Seamaster 925,24000,28,1980,Malaysia,
MacGregor Macgregor 26m Sl,24000,26,2005,United States,
Schock Harbor 20,24000,20,2015,United States,
FF 65,24106,21,2002,Netherlands,
Ferretti Yachts Altura 10,24192,32,1981,Croatia,
Dufour 30,24192,30,1999,Croatia,
Leisure 27,24192,27,1989,Ireland,
Randell 33ft,24253,32,1965,Greece,
Jeanneau Symphonie,24253,32,1982,Ireland,
Beneteau First 260 Spirit,24253,25,1998,France,
Bavaria 300,24307,31,1990,Spain,
Westwind 35,24313,35,1977,Spain,
Trimaran,24313,35,1982,Czech Republic,
Baglietto 6 m Stazza Internazionale,24313,32,1946,Italy,
Custom 5.5mJI,24313,32,1956,France,
GOESTA SVENSSON 9.48,24313,31,1940,Greece,
Tornado 31,24313,31,1982,Spain,
C&C 39,24500,39,1972,United States,
Seidelmann 37,24500,37,1981,United States,
Irwin 37,24500,37,1980,United States,
Allied Princess,24500,36,1973,United States,
Irwin Citation 35,24500,35,1987,United States,
C&C 35 MKIII,24500,35,1987,United States,
Cheoy Lee Cruiser,24500,35,1980,United States,
J Boats J35/35 J 35,24500,35,1984,United States,
Ericson 35 Mk III,24500,35,1983,United States,
Hunter 34,24500,34,1984,United States,
Bristol 32'SLOOP,24500,32,1980,United States,
Allied Seawind II,24500,32,1977,United States,
Pearson 31-2,24500,31,1988,United States,
Beneteau FIRST 30.5,24500,30,1986,United States,
Etchells E22 Daysailer,24500,30,1982,United States,
Catalina Tall Rig MKII,24500,30,1989,United States,
Sabre MKII,24500,28,1976,United States,
Beneteau America ASA 22,24500,22,2015,United States,
Bayfield 32,24531,32,1980,Canada,
Twister Mk II A,24697,28,1977,United Kingdom,
Ta Chiao CT 41,24900,41,1978,United States,
Islander Peterson,24900,40,1983,United States,
C&C 39,24900,39,1973,United States,
Morgan 38 Morgan,24900,38,1972,United States,
Soverel Yachts 38,24900,38,1968,United States,
Jeanneau Gin Fizz Sloop,24900,37,1977,United States,
Tartan Hood Classic,24900,37,1969,United States,
C&C 37/40 Wing Keel (Model 37R),24900,37,1990,United States,
Islander 36,24900,36,1972,United States,
Ericson 35-III,24900,35,1986,United States,
Young Sun Cutter,24900,35,1979,United States,
C&C Landfall 35,24900,35,1981,United States,
Catalina 34,24900,34,1986,United States,
O'Day O'day 34,24900,34,1982,United States,
Peterson 34 Peterson,24900,34,1977,United States,
Hunter Vision 32,24900,32,1989,United States,
Beneteau First 32.5,24900,32,1989,United States,
Pearson 323 Pearson,24900,32,1982,United States,
Aphrodite 101,24900,32,1986,United States,
Bristol 32,24900,32,1975,United States,
Allied Seawind 1,24900,31,1973,United States,
Sabre 30 MK II,24900,30,1984,United States,
Pearson Wanderer 30,24900,30,1968,United States,
Pearson 303 Pearson,24900,30,1983,United States,
Vindo Sloop,24900,30,1975,United States,
Hunter 306,24900,30,2002,United States,
Hunter 30,24900,30,1983,United States,
Catalina 30,24900,30,1983,United States,
Hunter 280 Shoal Draft,24900,28,1996,United States,
Classic Friendship Sloop,24900,26,1903,United States,
Corsair F-24MKII #418,24900,24,1996,United States,
Trimaran Multi 23,24900,23,2008,United States,
Etap 21,24900,21,2005,United States,
Pacific Seacraft Flicka 20,24900,20,1981,United States,
Pacific Seacraft Flicka 20,24900,20,1980,United States,
Hunter 37C,24950,37,1982,United States,
Beneteau First 345,24990,35,1985,Greece,
Rhodes Swiftsure 33,24995,33,1961,United States,
Hunter SL Tall Rig,24999,27,1984,United States,
Beneteau First 42,25000,42,1985,United States,
Ackerman CC Masthead Ketch,25000,40,1957,United States,
Beneteau Moorings 393,25000,39,2007,Antigua and Barbuda,
Alajuela Custom Cutter OFFSHORE CRUISER,25000,38,1977,United States,
C&C 38 Sloop,25000,38,1976,United States,
Hunter Cutter,25000,37,1980,United States,
Amel Kirk,25000,36,1975,Malaysia,
Pearson 365 Pearson,25000,36,1978,United States,
S2 11,25000,36,1979,United States,
Allied Seabreeze,25000,35,1966,United States,
Hunter 34,25000,34,1983,United States,
O'Day O'day 34,25000,34,1982,United States,
Custom Doug Peterson 33,25000,33,1977,United States,
Endeavour 32 Centerboard,25000,32,1977,United States,
Nebe Miura 31,25000,31,1987,Malaysia,
Sabre 30 MK III,25000,30,1987,United States,
Sabre 30,25000,30,1981,United States,
Catalina tall rig/deep draft,25000,30,1986,United States,
Catalina 30 MkII,25000,30,1991,United States,
Catalina 28 MkII,25000,28,1996,United States,
Beneteau Oceanis 281,25000,28,1997,United States,
Pearson Triton,25000,28,1965,United States,
Sovereign 28 Center Cockpit,25000,28,1984,United States,
Island Packet IP27,25000,27,1985,United States,
J Boats J/80,25000,26,2001,United States,
MacGregor 26M Powersailer,25000,26,2005,United States,
Luders L16,25000,26,1946,United States,
Custom Boyd / McGruer Daysailer,25000,24,1980,United States,
Catalina 22 Capri,25000,22,2015,United States,
Atlantic City Kitty Cat 21,25000,21,1983,United States,
Hanse 292,25253,29,2000,United Kingdom,
Beneteau First 305,25323,32,1988,United Kingdom,
Motorsailer Troll 32,25323,32,1962,France,
Motorsailer Troll 32,25319,32,1962,France,
Westerly Berwick,25319,31,1975,United Kingdom,
